"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"19.01.2011","29,8380","29,9020","29,9058","29,8380","-0,21%"
"18.01.2011","29,9020","29,9867","29,9870","29,8894","-0,28%"
"17.01.2011","29,9867","30,0061","30,0078","29,9475","-0,05%"
"14.01.2011","30,0026","29,9455","30,0567","29,9445","0,19%"
"13.01.2011","29,9455","30,0995","30,1043","29,9455","-0,51%"
"12.01.2011","30,0995","30,5505","30,5505","30,0995","-1,48%"
"11.01.2011","30,5505","30,4775","30,6290","30,4775","0,24%"
"10.01.2011","30,4775","30,4775","30,5770","30,4775","-0,95%"
"07.01.2011","30,7685","30,4775","30,7685","30,4775","0,95%"
"06.01.2011","30,4775","30,4775","30,7090","30,4550","0,00%"
"05.01.2011","30,4775","30,4775","30,6475","30,4125","0,00%"
"04.01.2011","30,4775","30,4775","30,5945","30,3500","0,00%"
"03.01.2011","30,4775","30,4775","30,5370","30,4450","-0,33%"
"31.12.2010","30,5770","30,5623","30,5770","30,4450","0,05%"
"30.12.2010","30,5623","30,4585","30,5623","30,4575","0,34%"
"29.12.2010","30,4585","30,3573","30,4585","30,3565","0,33%"
"28.12.2010","30,3573","30,3650","30,3673","30,3573","-0,03%"
"27.12.2010","30,3650","30,4625","30,4660","30,3650","-0,37%"
"24.12.2010","30,4770","30,6332","30,6332","30,4770","-0,51%"
"23.12.2010","30,6332","30,6500","30,6560","30,6332","-0,05%"
"22.12.2010","30,6500","30,7415","30,7421","30,6500","-0,30%"
"21.12.2010","30,7415","30,8471","30,8471","30,7415","-0,34%"
"20.12.2010","30,8471","30,6795","30,8471","30,6795","0,55%"
"17.12.2010","30,6788","30,7440","30,8075","30,6788","-0,21%"
"16.12.2010","30,7440","30,8180","30,8198","30,7440","-0,24%"
"15.12.2010","30,8180","30,7200","30,8180","30,6586","0,32%"
"14.12.2010","30,7200","30,6980","30,7470","30,6850","0,07%"
"13.12.2010","30,6980","30,9333","30,9365","30,6980","-0,74%"
"10.12.2010","30,9270","30,9390","30,9395","30,9270","-0,04%"
"09.12.2010","30,9390","31,0490","31,0505","30,9390","-0,35%"
"08.12.2010","31,0490","31,1360","31,1476","31,0400","-0,28%"
"07.12.2010","31,1360","31,2245","31,2305","31,1360","-0,28%"
"06.12.2010","31,2245","31,2998","31,3065","31,2245","-0,04%"
"03.12.2010","31,2370","31,2135","31,3150","31,1910","0,08%"
"02.12.2010","31,2135","31,3640","31,3700","31,2135","-0,48%"
"01.12.2010","31,3640","31,5311","31,5337","31,3640","-0,53%"
"30.11.2010","31,5311","31,3560","31,5311","31,3490","0,56%"
"29.11.2010","31,3560","31,4550","31,4600","31,3560","-0,10%"
"26.11.2010","31,3883","31,1600","31,3883","31,1600","0,73%"
"25.11.2010","31,1600","31,2640","31,2660","31,1600","-0,33%"
"24.11.2010","31,2640","31,3580","31,3600","31,2640","-0,30%"
"23.11.2010","31,3580","31,1530","31,3580","31,0878","0,66%"
"22.11.2010","31,1530","31,1120","31,1530","31,1090","0,13%"
"19.11.2010","31,1120","31,0790","31,1120","31,0590","0,11%"
"18.11.2010","31,0790","31,3050","31,3050","31,0330","-0,72%"
"17.11.2010","31,3050","31,1660","31,3050","31,1660","0,45%"
"16.11.2010","31,1660","30,9980","31,1660","30,9980","0,54%"
"15.11.2010","30,9980","30,7940","30,9980","30,7940","0,66%"
"12.11.2010","30,7940","30,6200","30,7940","30,6200","0,57%"
"11.11.2010","30,6200","30,7320","30,7320","30,6200","-0,36%"
"10.11.2010","30,7320","30,6510","30,7320","30,6355","0,26%"
"09.11.2010","30,6510","30,8340","30,8354","30,6510","-0,59%"
"08.11.2010","30,8340","30,5190","30,8340","30,5190","1,03%"
"05.11.2010","30,5190","30,4760","30,5190","30,4750","0,14%"
"04.11.2010","30,4760","30,8200","30,8200","30,4760","-1,12%"
"03.11.2010","30,8200","30,7740","30,8200","30,7605","0,15%"
"02.11.2010","30,7740","30,8280","30,8390","30,7740","-0,18%"
"01.11.2010","30,8280","30,8140","30,8280","30,8075","0,05%"
"29.10.2010","30,8140","30,6460","30,8140","30,6460","0,55%"
"28.10.2010","30,6460","30,6850","30,6890","30,6460","-0,13%"
"27.10.2010","30,6850","30,4480","30,6850","30,4480","0,78%"
"26.10.2010","30,4480","30,2930","30,4480","30,2875","0,51%"
"25.10.2010","30,2930","30,3470","30,3470","30,2930","-0,18%"
"22.10.2010","30,3470","30,5760","30,5765","30,3470","-0,75%"
"21.10.2010","30,5760","30,6810","30,6852","30,5760","-0,34%"
"20.10.2010","30,6810","30,6740","30,6810","30,6640","0,02%"
"19.10.2010","30,6740","30,3870","30,6740","30,3860","0,94%"
"18.10.2010","30,3870","30,3150","30,3870","30,3010","0,24%"
"15.10.2010","30,3150","30,0460","30,3150","30,0460","0,90%"
"14.10.2010","30,0460","30,1170","30,1170","30,0460","-0,24%"
"13.10.2010","30,1170","30,1030","30,1170","30,1000","0,05%"
"12.10.2010","30,1030","29,9110","30,1030","29,8713","0,64%"
"11.10.2010","29,9110","29,8490","29,9110","29,8430","0,21%"
"08.10.2010","29,8490","29,7760","29,8490","29,7101","0,25%"
"07.10.2010","29,7760","29,8470","29,8555","29,7486","-0,24%"
"06.10.2010","29,8470","30,0270","30,0925","29,8470","-0,60%"
"05.10.2010","30,0270","30,4730","30,4750","30,0120","-1,46%"
"04.10.2010","30,4730","30,4640","30,4730","30,4626","0,03%"
"01.10.2010","30,4640","30,5690","30,5710","30,4640","-0,34%"
"30.09.2010","30,5690","30,4220","30,5690","30,4220","0,48%"
"29.09.2010","30,4220","30,4580","30,5453","30,4220","-0,12%"
"28.09.2010","30,4580","30,5330","30,5350","30,4580","-0,25%"
"27.09.2010","30,5330","30,7580","30,7665","30,5330","-0,73%"
"24.09.2010","30,7580","31,0260","31,0260","30,7580","-0,86%"
"23.09.2010","31,0260","30,9930","31,0260","30,9920","0,11%"
"22.09.2010","30,9930","31,0590","31,0590","30,9930","-0,21%"
"21.09.2010","31,0590","31,0680","31,0770","31,0590","-0,03%"
"20.09.2010","31,0680","30,9820","31,0680","30,9810","0,28%"
"17.09.2010","30,9820","31,3140","31,3140","30,9820","-1,06%"
"16.09.2010","31,3140","30,9460","31,3140","30,9394","1,19%"
"15.09.2010","30,9460","30,6170","30,9460","30,5870","1,07%"
"14.09.2010","30,6170","30,6660","30,6680","30,5756","-0,16%"
"13.09.2010","30,6660","30,8860","30,9030","30,6660","-0,71%"
"10.09.2010","30,8860","30,8430","30,8860","30,8395","0,14%"
"09.09.2010","30,8430","30,8230","30,8430","30,8220","0,06%"
"08.09.2010","30,8230","30,8590","30,8630","30,8230","-0,12%"
"07.09.2010","30,8590","30,6320","30,8590","30,6320","0,74%"
"06.09.2010","30,6320","30,6270","30,6320","30,6210","0,02%"
"03.09.2010","30,6270","30,7010","30,7030","30,6270","-0,24%"
"02.09.2010","30,7010","30,7150","30,7210","30,7010","-0,05%"
"01.09.2010","30,7150","30,7830","30,7876","30,7150","-0,22%"
